,token_address,token_id,amount,token_hash,block_number_minted,contract_type,name,symbol,token_uri,metadata,last_token_uri_sync,last_metadata_sync,minter_address,possible_spam,verified_collection,rarity_scores,total_rarity_score
0,0x00dca92b7fbd0c01f3508756718807836ec82156,487,1,5ebc3c0d7111d5ab541dd33bd5735dbd,15314750,ERC721,Gotcha Gatcha,GG,https://ipfs.moralis.io:2053/ipfs/QmSk3aPSYRmAZ2wQLowpSdeuhaez6TWdyGTmvoznkWYqtG/487.json,"{""name"":""Gatcha #487"",""description"":""Gotcha Gatcha is an original 1000 Community-Driven hand drawn collectibles project with MAHHArt by GG Team. Created from a unique combination of hundreds of traits with animated Legendary NFTs in the 1000 collection."",""file_url"":""ipfs://QmZVk9ngMpxq1FoQcFrSXMPgy7rXXFzqcSSik6C7PoCjbx/487.png"",""image"":""ipfs://QmZVk9ngMpxq1FoQcFrSXMPgy7rXXFzqcSSik6C7PoCjbx/487.png"",""attributes"":[{""trait_type"":""Faction"",""value"":""Gatcha""},{""trait_type"":""Background"",""value"":""Forest Day C""},{""trait_type"":""Offhand"",""value"":""None""},{""trait_type"":""Outfit"",""value"":""Water Armor""},{""trait_type"":""Head"",""value"":""Neon Head""},{""trait_type"":""Head"",""value"":""Pierced""},{""trait_type"":""Headgear"",""value"":""Water Helmet""},{""trait_type"":""Arms"",""value"":""Neon Arms""},{""trait_type"":""Weapon"",""value"":""Water Energy""},{""trait_type"":""Eyes"",""value"":""Water Eyes""}],""custom_fields"":{""dna"":""cf1e4f9e697edb88de79a16cc7d304e07692aafe"",""edition"":487,""date"":1659506369960}}",2022-10-06T08:57:58.109Z,2023-01-22T14:53:10.091Z,0x999b546e2d6bd9b8b534cee974b7811d9c50fde2,False,False,"[{""trait_type"":""Faction"",""value"":""Gatcha"",""rarity_score"":28.5714285714},{""trait_type"":""Background"",""value"":""Forest Day C"",""rarity_score"":45.4545454545},{""trait_type"":""Offhand"",""value"":""None"",""rarity_score"":1.8518518519},{""trait_type"":""Outfit"",""value"":""Water Armor"",""rarity_score"":1000.0},{""trait_type"":""Head"",""value"":""Neon Head"",""rarity_score"":142.8571428571},{""trait_type"":""Head"",""value"":""Pierced"",""rarity_score"":166.6666666667},{""trait_type"":""Headgear"",""value"":""Water Helmet"",""rarity_score"":1000.0},{""trait_type"":""Arms"",""value"":""Neon Arms"",""rarity_score"":142.8571428571},{""trait_type"":""Weapon"",""value"":""Water Energy"",""rarity_score"":1000.0},{""trait_type"":""Eyes"",""value"":""Water Eyes"",""rarity_score"":250.0},{""trait_type"":""Number Of Traits"",""value"":10,""rarity_score"":33.3333333333},{""trait_type"":""Skin"",""value"":""null"",""rarity_score"":3.6496350365},{""trait_type"":""Mask"",""value"":""null"",""rarity_score"":3.6496350365},{""trait_type"":""Legendary"",""value"":""null"",""rarity_score"":1.0964912281}]",3819.9878728931744
1,0x00dca92b7fbd0c01f3508756718807836ec82156,130,1,4daa9d023df2158eb21a89ae7967f527,15211820,ERC721,Gotcha Gatcha,GG,https://ipfs.moralis.io:2053/ipfs/QmSk3aPSYRmAZ2wQLowpSdeuhaez6TWdyGTmvoznkWYqtG/130.json,"{""name"":""Gatcha #130"",""description"":""Gotcha Gatcha is an original 1000 Community-Driven hand drawn collectibles project with MAHHArt by GG Team. Created from a unique combination of hundreds of traits with animated Legendary NFTs in the 1000 collection."",""file_url"":""ipfs://QmZVk9ngMpxq1FoQcFrSXMPgy7rXXFzqcSSik6C7PoCjbx/130.png"",""image"":""ipfs://QmZVk9ngMpxq1FoQcFrSXMPgy7rXXFzqcSSik6C7PoCjbx/130.png"",""attributes"":[{""trait_type"":""Faction"",""value"":""Gatcha""},{""trait_type"":""Background"",""value"":""Sky Night A""},{""trait_type"":""Offhand"",""value"":""Laser Sword""},{""trait_type"":""Outfit"",""value"":""Black Dove""},{""trait_type"":""Head"",""value"":""Demon Head""},{""trait_type"":""Head"",""value"":""Angry""},{""trait_type"":""Headgear"",""value"":""Black Dove""},{""trait_type"":""Arms"",""value"":""Demon Arms""},{""trait_type"":""Weapon"",""value"":""Brass Knuckle""},{""trait_type"":""Eyes"",""value"":""Laser Eyes""}],""custom_fields"":{""dna"":""d8a637e5a258417e3f5db67593cb212741c8fbbf"",""edition"":130,""date"":1659506334454}}",2022-10-11T22:40:37.561Z,2022-10-11T22:41:17.334Z,0x31917fe11ba7d55a999aa0108162d13bbb8eecfd,False,False,"[{""trait_type"":""Faction"",""value"":""Gatcha"",""rarity_score"":28.5714285714},{""trait_type"":""Background"",""value"":""Sky Night A"",""rarity_score"":27.7777777778},{""trait_type"":""Offhand"",""value"":""Laser Sword"",""rarity_score"":1000.0},{""trait_type"":""Outfit"",""value"":""Black Dove"",""rarity_score"":1000.0},{""trait_type"":""Head"",""value"":""Demon Head"",""rarity_score"":333.3333333333},{""trait_type"":""Head"",""value"":""Angry"",""rarity_score"":500.0},{""trait_type"":""Headgear"",""value"":""Black Dove"",""rarity_score"":250.0},{""trait_type"":""Arms"",""value"":""Demon Arms"",""rarity_score"":333.3333333333},{""trait_type"":""Weapon"",""value"":""Brass Knuckle"",""rarity_score"":111.1111111111},{""trait_type"":""Eyes"",""value"":""Laser Eyes"",""rarity_score"":20.0},{""trait_type"":""Number Of Traits"",""value"":10,""rarity_score"":33.3333333333},{""trait_type"":""Skin"",""value"":""null"",""rarity_score"":3.6496350365},{""trait_type"":""Mask"",""value"":""null"",""rarity_score"":3.6496350365},{""trait_type"":""Legendary"",""value"":""null"",""rarity_score"":1.0964912281}]",3645.8560787613806
2,0x00dca92b7fbd0c01f3508756718807836ec82156,57,1,e1863fc4e2490783a433151181b9e53e,15209649,ERC721,Gotcha Gatcha,GG,https://ipfs.moralis.io:2053/ipfs/QmSk3aPSYRmAZ2wQLowpSdeuhaez6TWdyGTmvoznkWYqtG/57.json,"{""name"":""Gatcha #57"",""description"":""Gotcha Gatcha is an original 1000 Community-Driven hand drawn collectibles project with MAHHArt by GG Team. Created from a unique combination of hundreds of traits with animated Legendary NFTs in the 1000 collection."",""file_url"":""ipfs://QmZVk9ngMpxq1FoQcFrSXMPgy7rXXFzqcSSik6C7PoCjbx/57.png"",""image"":""ipfs://QmZVk9ngMpxq1FoQcFrSXMPgy7rXXFzqcSSik6C7PoCjbx/57.png"",""attributes"":[{""trait_type"":""Faction"",""value"":""Gatcha""},{""trait_type"":""Background"",""value"":""Forest Night A""},{""trait_type"":""Offhand"",""value"":""None""},{""trait_type"":""Outfit"",""value"":""Ice Armor""},{""trait_type"":""Head"",""value"":""Purple Head""},{""trait_type"":""Head"",""value"":""Open""},{""trait_type"":""Headgear"",""value"":""Ice Helmet""},{""trait_type"":""Arms"",""value"":""Purple Arms""},{""trait_type"":""Weapon"",""value"":""Ice Energy""},{""trait_type"":""Eyes"",""value"":""Ice Eyes""}],""custom_fields"":{""dna"":""ee837f940436080217abf9228186888c42098aff"",""edition"":57,""date"":1659506362007}}",2022-10-11T22:40:26.074Z,2023-01-24T02:26:35.678Z,0x3f2aaca4e1621a95f1dd86bc223120b2e4b4e05b,False,False,"[{""trait_type"":""Faction"",""value"":""Gatcha"",""rarity_score"":28.5714285714},{""trait_type"":""Background"",""value"":""Forest Night A"",""rarity_score"":25.0},{""trait_type"":""Offhand"",""value"":""None"",""rarity_score"":1.8518518519},{""trait_type"":""Outfit"",""value"":""Ice Armor"",""rarity_score"":333.3333333333},{""trait_type"":""Head"",""value"":""Purple Head"",""rarity_score"":166.6666666667},{""trait_type"":""Head"",""value"":""Open"",""rarity_score"":333.3333333333},{""trait_type"":""Headgear"",""value"":""Ice Helmet"",""rarity_score"":1000.0},{""trait_type"":""Arms"",""value"":""Purple Arms"",""rarity_score"":166.6666666667},{""trait_type"":""Weapon"",""value"":""Ice Energy"",""rarity_score"":500.0},{""trait_type"":""Eyes"",""value"":""Ice Eyes"",""rarity_score"":45.4545454545},{""trait_type"":""Number Of Traits"",""value"":10,""rarity_score"":33.3333333333},{""trait_type"":""Skin"",""value"":""null"",""rarity_score"":3.6496350365},{""trait_type"":""Mask"",""value"":""null"",""rarity_score"":3.6496350365},{""trait_type"":""Legendary"",""value"":""null"",""rarity_score"":1.0964912281}]",2642.6069205122226
3,0x00dca92b7fbd0c01f3508756718807836ec82156,589,1,80d36c2e20e021a233bfa779b0e44776,15314752,ERC721,Gotcha Gatcha,GG,https://ipfs.moralis.io:2053/ipfs/QmSk3aPSYRmAZ2wQLowpSdeuhaez6TWdyGTmvoznkWYqtG/589.json,"{""name"":""Gatcha #589"",""description"":""Gotcha Gatcha is an original 1000 Community-Driven hand drawn collectibles project with MAHHArt by GG Team. Created from a unique combination of hundreds of traits with animated Legendary NFTs in the 1000 collection."",""file_url"":""ipfs://QmZVk9ngMpxq1FoQcFrSXMPgy7rXXFzqcSSik6C7PoCjbx/589.png"",""image"":""ipfs://QmZVk9ngMpxq1FoQcFrSXMPgy7rXXFzqcSSik6C7PoCjbx/589.png"",""attributes"":[{""trait_type"":""Faction"",""value"":""Gatcha""},{""trait_type"":""Background"",""value"":""Sky Morning A""},{""trait_type"":""Offhand"",""value"":""Baseball Bat Spikes""},{""trait_type"":""Outfit"",""value"":""Chrome Armor""},{""trait_type"":""Head"",""value"":""Gold Head""},{""trait_type"":""Head"",""value"":""Diamond Teeth""},{""trait_type"":""Headgear"",""value"":""Battle Helmet""},{""trait_type"":""Arms"",""value"":""Gold Arms""},{""trait_type"":""Weapon"",""value"":""Brass Knuckle""},{""trait_type"":""Eyes"",""value"":""Lightning Eyes""}],""custom_fields"":{""dna"":""d288279c6dd84cb60a68c7c2d3ac523cb7df3b98"",""edition"":589,""date"":1659506339444}}",2022-10-11T22:40:31.490Z,2023-03-08T13:38:56.077Z,0x7586834e655ee2de6357b2c8423b76efc5fbcc6b,False,False,"[{""trait_type"":""Faction"",""value"":""Gatcha"",""rarity_score"":28.5714285714},{""trait_type"":""Background"",""value"":""Sky Morning A"",""rarity_score"":30.303030303},{""trait_type"":""Offhand"",""value"":""Baseball Bat Spikes"",""rarity_score"":125.0},{""trait_type"":""Outfit"",""value"":""Chrome Armor"",""rarity_score"":1000.0},{""trait_type"":""Head"",""value"":""Gold Head"",""rarity_score"":166.6666666667},{""trait_type"":""Head"",""value"":""Diamond Teeth"",""rarity_score"":500.0},{""trait_type"":""Headgear"",""value"":""Battle Helmet"",""rarity_score"":333.3333333333},{""trait_type"":""Arms"",""value"":""Gold Arms"",""rarity_score"":166.6666666667},{""trait_type"":""Weapon"",""value"":""Brass Knuckle"",""rarity_score"":111.1111111111},{""trait_type"":""Eyes"",""value"":""Lightning Eyes"",""rarity_score"":24.3902439024},{""trait_type"":""Number Of Traits"",""value"":10,""rarity_score"":33.3333333333},{""trait_type"":""Skin"",""value"":""null"",""rarity_score"":3.6496350365},{""trait_type"":""Mask"",""value"":""null"",""rarity_score"":3.6496350365},{""trait_type"":""Legendary"",""value"":""null"",""rarity_score"":1.0964912281}]",2527.7715751890723
4,0x00dca92b7fbd0c01f3508756718807836ec82156,939,1,6f932e375d7de7933f57c75528cb3d5a,15314754,ERC721,Gotcha Gatcha,GG,https://ipfs.moralis.io:2053/ipfs/QmSk3aPSYRmAZ2wQLowpSdeuhaez6TWdyGTmvoznkWYqtG/939.json,"{""name"":""Gatcha #939"",""description"":""Gotcha Gatcha is an original 1000 Community-Driven hand drawn collectibles project with MAHHArt by GG Team. Created from a unique combination of hundreds of traits with animated Legendary NFTs in the 1000 collection."",""file_url"":""ipfs://QmZVk9ngMpxq1FoQcFrSXMPgy7rXXFzqcSSik6C7PoCjbx/939.png"",""image"":""ipfs://QmZVk9ngMpxq1FoQcFrSXMPgy7rXXFzqcSSik6C7PoCjbx/939.png"",""attributes"":[{""trait_type"":""Faction"",""value"":""Gatcha""},{""trait_type"":""Background"",""value"":""Hell C""},{""trait_type"":""Offhand"",""value"":""Fire Blast""},{""trait_type"":""Outfit"",""value"":""Fire Armor""},{""trait_type"":""Head"",""value"":""Demon Head""},{""trait_type"":""Head"",""value"":""Fire Mouth""},{""trait_type"":""Headgear"",""value"":""Fire Helmet""},{""trait_type"":""Arms"",""value"":""Demon Arms""},{""trait_type"":""Weapon"",""value"":""Fire Energy""},{""trait_type"":""Eyes"",""value"":""Fire Eyes""}],""custom_fields"":{""dna"":""1ceaa3c504ae6d9eec1872cb8bd189b1a478d25a"",""edition"":939,""date"":1659506341738}}",2022-10-11T22:40:33.008Z,2022-10-11T22:40:41.728Z,0x14da5709bd8039571867022fa2d9c80de8525ba8,False,False,"[{""trait_type"":""Faction"",""value"":""Gatcha"",""rarity_score"":28.5714285714},{""trait_type"":""Background"",""value"":""Hell C"",""rarity_score"":40.0},{""trait_type"":""Offhand"",""value"":""Fire Blast"",""rarity_score"":500.0},{""trait_type"":""Outfit"",""value"":""Fire Armor"",""rarity_score"":66.6666666667},{""trait_type"":""Head"",""value"":""Demon Head"",""rarity_score"":333.3333333333},{""trait_type"":""Head"",""value"":""Fire Mouth"",""rarity_score"":200.0},{""trait_type"":""Headgear"",""value"":""Fire Helmet"",""rarity_score"":500.0},{""trait_type"":""Arms"",""value"":""Demon Arms"",""rarity_score"":333.3333333333},{""trait_type"":""Weapon"",""value"":""Fire Energy"",""rarity_score"":200.0},{""trait_type"":""Eyes"",""value"":""Fire Eyes"",""rarity_score"":29.4117647059},{""trait_type"":""Number Of Traits"",""value"":10,""rarity_score"":33.3333333333},{""trait_type"":""Skin"",""value"":""null"",""rarity_score"":3.6496350365},{""trait_type"":""Mask"",""value"":""null"",""rarity_score"":3.6496350365},{""trait_type"":""Legendary"",""value"":""null"",""rarity_score"":1.0964912281}]",2273.0456212450404
5,0x00dca92b7fbd0c01f3508756718807836ec82156,180,1,3aa3a033e75b76051726af534a82f99c,15212280,ERC721,Gotcha Gatcha,GG,https://ipfs.moralis.io:2053/ipfs/QmSk3aPSYRmAZ2wQLowpSdeuhaez6TWdyGTmvoznkWYqtG/180.json,"{""name"":""Blaze #180"",""description"":""Gotcha Gatcha is an original 1000 Community-Driven hand drawn collectibles project with MAHHArt by GG Team. Created from a unique combination of hundreds of traits with animated Legendary NFTs in the 1000 collection."",""file_url"":""ipfs://QmZVk9ngMpxq1FoQcFrSXMPgy7rXXFzqcSSik6C7PoCjbx/180.png"",""image"":""ipfs://QmZVk9ngMpxq1FoQcFrSXMPgy7rXXFzqcSSik6C7PoCjbx/180.png"",""attributes"":[{""trait_type"":""Faction"",""value"":""Blaze""},{""trait_type"":""Background"",""value"":""Forest Day C""},{""trait_type"":""Offhand"",""value"":""Axe""},{""trait_type"":""Outfit"",""value"":""Ice Armor""},{""trait_type"":""Skin"",""value"":""Ice Skin""},{""trait_type"":""Headgear"",""value"":""None""},{""trait_type"":""Mask"",""value"":""None""},{""trait_type"":""Weapon"",""value"":""Ice Element""},{""trait_type"":""Eyes"",""value"":""Normal Eyes""}],""custom_fields"":{""dna"":""0a5bf13e91448b9ca58d3ce54679a4b4d5061cf5"",""edition"":180,""date"":1659519071160}}",2022-08-25T21:19:03.302Z,2023-01-25T16:02:57.000Z,0xd4cf8dd4408c3bb05ab65ad6c2d76b8bbb0597e5,False,False,"[{""trait_type"":""Faction"",""value"":""Blaze"",""rarity_score"":14.0845070423},{""trait_type"":""Background"",""value"":""Forest Day C"",""rarity_score"":45.4545454545},{""trait_type"":""Offhand"",""value"":""Axe"",""rarity_score"":17.5438596491},{""trait_type"":""Outfit"",""value"":""Ice Armor"",""rarity_score"":333.3333333333},{""trait_type"":""Skin"",""value"":""Ice Skin"",""rarity_score"":1000.0},{""trait_type"":""Headgear"",""value"":""None"",""rarity_score"":333.3333333333},{""trait_type"":""Mask"",""value"":""None"",""rarity_score"":200.0},{""trait_type"":""Weapon"",""value"":""Ice Element"",""rarity_score"":166.6666666667},{""trait_type"":""Eyes"",""value"":""Normal Eyes"",""rarity_score"":37.037037037},{""trait_type"":""Number Of Traits"",""value"":9,""rarity_score"":1.3774104683},{""trait_type"":""Legendary"",""value"":""null"",""rarity_score"":1.0964912281},{""trait_type"":""Head"",""value"":""null"",""rarity_score"":1.0638297872},{""trait_type"":""Arms"",""value"":""null"",""rarity_score"":1.0309278351}]",2152.021941834967
6,0x00dca92b7fbd0c01f3508756718807836ec82156,564,1,accdd26d1bf21e481627fa7607ab4073,15314752,ERC721,Gotcha Gatcha,GG,https://ipfs.moralis.io:2053/ipfs/QmSk3aPSYRmAZ2wQLowpSdeuhaez6TWdyGTmvoznkWYqtG/564.json,"{""name"":""Gatcha #564"",""description"":""Gotcha Gatcha is an original 1000 Community-Driven hand drawn collectibles project with MAHHArt by GG Team. Created from a unique combination of hundreds of traits with animated Legendary NFTs in the 1000 collection."",""file_url"":""ipfs://QmZVk9ngMpxq1FoQcFrSXMPgy7rXXFzqcSSik6C7PoCjbx/564.png"",""image"":""ipfs://QmZVk9ngMpxq1FoQcFrSXMPgy7rXXFzqcSSik6C7PoCjbx/564.png"",""attributes"":[{""trait_type"":""Faction"",""value"":""Gatcha""},{""trait_type"":""Background"",""value"":""City Night C""},{""trait_type"":""Offhand"",""value"":""Baseball Bat Spikes""},{""trait_type"":""Outfit"",""value"":""Fire Armor""},{""trait_type"":""Head"",""value"":""Demon Head""},{""trait_type"":""Head"",""value"":""Angry""},{""trait_type"":""Headgear"",""value"":""Fire Helmet""},{""trait_type"":""Arms"",""value"":""Demon Arms""},{""trait_type"":""Weapon"",""value"":""Brass Knuckle""},{""trait_type"":""Eyes"",""value"":""Gold Eyes""}],""custom_fields"":{""dna"":""e082b81969e5da264954f1a7582a432259ee17cc"",""edition"":564,""date"":1659506388351}}",2022-08-15T12:43:32.185Z,2022-08-15T12:43:40.032Z,0x57f81667fe92946f1b9fb549d678a1e84bcc96ed,False,False,"[{""trait_type"":""Faction"",""value"":""Gatcha"",""rarity_score"":28.5714285714},{""trait_type"":""Background"",""value"":""City Night C"",""rarity_score"":45.4545454545},{""trait_type"":""Offhand"",""value"":""Baseball Bat Spikes"",""rarity_score"":125.0},{""trait_type"":""Outfit"",""value"":""Fire Armor"",""rarity_score"":66.6666666667},{""trait_type"":""Head"",""value"":""Demon Head"",""rarity_score"":333.3333333333},{""trait_type"":""Head"",""value"":""Angry"",""rarity_score"":500.0},{""trait_type"":""Headgear"",""value"":""Fire Helmet"",""rarity_score"":500.0},{""trait_type"":""Arms"",""value"":""Demon Arms"",""rarity_score"":333.3333333333},{""trait_type"":""Weapon"",""value"":""Brass Knuckle"",""rarity_score"":111.1111111111},{""trait_type"":""Eyes"",""value"":""Gold Eyes"",""rarity_score"":31.25},{""trait_type"":""Number Of Traits"",""value"":10,""rarity_score"":33.3333333333},{""trait_type"":""Skin"",""value"":""null"",""rarity_score"":3.6496350365},{""trait_type"":""Mask"",""value"":""null"",""rarity_score"":3.6496350365},{""trait_type"":""Legendary"",""value"":""null"",""rarity_score"":1.0964912281}]",2116.4495131048147
7,0x00dca92b7fbd0c01f3508756718807836ec82156,573,1,80c89074cb803529d0e6650245c8e372,15314752,ERC721,Gotcha Gatcha,GG,https://ipfs.moralis.io:2053/ipfs/QmSk3aPSYRmAZ2wQLowpSdeuhaez6TWdyGTmvoznkWYqtG/573.json,"{""name"":""Gatcha #573"",""description"":""Gotcha Gatcha is an original 1000 Community-Driven hand drawn collectibles project with MAHHArt by GG Team. Created from a unique combination of hundreds of traits with animated Legendary NFTs in the 1000 collection."",""file_url"":""ipfs://QmZVk9ngMpxq1FoQcFrSXMPgy7rXXFzqcSSik6C7PoCjbx/573.png"",""image"":""ipfs://QmZVk9ngMpxq1FoQcFrSXMPgy7rXXFzqcSSik6C7PoCjbx/573.png"",""attributes"":[{""trait_type"":""Faction"",""value"":""Gatcha""},{""trait_type"":""Background"",""value"":""City Day B""},{""trait_type"":""Offhand"",""value"":""Monkey King Staff""},{""trait_type"":""Outfit"",""value"":""Basic Shirt""},{""trait_type"":""Head"",""value"":""Red Head""},{""trait_type"":""Head"",""value"":""Open""},{""trait_type"":""Headgear"",""value"":""Crown Gold""},{""trait_type"":""Arms"",""value"":""Red Arms""},{""trait_type"":""Weapon"",""value"":""Fire Energy""},{""trait_type"":""Eyes"",""value"":""Laser Eyes""}],""custom_fields"":{""dna"":""88cab1cceb98a5c92cc9737eb6ebd1ae9e3eeb2b"",""edition"":573,""date"":1659506401940}}",2022-10-11T22:40:33.006Z,2022-10-11T22:40:42.085Z,0x7016a2f6569fe2301fce8f5192e559fd976f0ea9,False,False,"[{""trait_type"":""Faction"",""value"":""Gatcha"",""rarity_score"":28.5714285714},{""trait_type"":""Background"",""value"":""City Day B"",""rarity_score"":31.25},{""trait_type"":""Offhand"",""value"":""Monkey King Staff"",""rarity_score"":333.3333333333},{""trait_type"":""Outfit"",""value"":""Basic Shirt"",""rarity_score"":333.3333333333},{""trait_type"":""Head"",""value"":""Red Head"",""rarity_score"":250.0},{""trait_type"":""Head"",""value"":""Open"",""rarity_score"":333.3333333333},{""trait_type"":""Headgear"",""value"":""Crown Gold"",""rarity_score"":250.0},{""trait_type"":""Arms"",""value"":""Red Arms"",""rarity_score"":250.0},{""trait_type"":""Weapon"",""value"":""Fire Energy"",""rarity_score"":200.0},{""trait_type"":""Eyes"",""value"":""Laser Eyes"",""rarity_score"":20.0},{""trait_type"":""Number Of Traits"",""value"":10,""rarity_score"":33.3333333333},{""trait_type"":""Skin"",""value"":""null"",""rarity_score"":3.6496350365},{""trait_type"":""Mask"",""value"":""null"",""rarity_score"":3.6496350365},{""trait_type"":""Legendary"",""value"":""null"",""rarity_score"":1.0964912281}]",2071.550523205825
8,0x00dca92b7fbd0c01f3508756718807836ec82156,277,1,4644f612e99091d24a4c11760fee03f6,15314509,ERC721,Gotcha Gatcha,GG,https://ipfs.moralis.io:2053/ipfs/QmSk3aPSYRmAZ2wQLowpSdeuhaez6TWdyGTmvoznkWYqtG/277.json,"{""name"":""Gatcha #277"",""description"":""Gotcha Gatcha is an original 1000 Community-Driven hand drawn collectibles project with MAHHArt by GG Team. Created from a unique combination of hundreds of traits with animated Legendary NFTs in the 1000 collection."",""file_url"":""ipfs://QmZVk9ngMpxq1FoQcFrSXMPgy7rXXFzqcSSik6C7PoCjbx/277.png"",""image"":""ipfs://QmZVk9ngMpxq1FoQcFrSXMPgy7rXXFzqcSSik6C7PoCjbx/277.png"",""attributes"":[{""trait_type"":""Faction"",""value"":""Gatcha""},{""trait_type"":""Background"",""value"":""Sky Morning C""},{""trait_type"":""Offhand"",""value"":""Scythe""},{""trait_type"":""Outfit"",""value"":""Samurai""},{""trait_type"":""Head"",""value"":""Gore Head""},{""trait_type"":""Head"",""value"":""Smoke""},{""trait_type"":""Headgear"",""value"":""Crown Gold""},{""trait_type"":""Arms"",""value"":""Gore Arms""},{""trait_type"":""Weapon"",""value"":""Brass Knuckle""},{""trait_type"":""Eyes"",""value"":""Gold Eyes""}],""custom_fields"":{""dna"":""59d44eacb2a93fc497c24e2f929f991d015df8e4"",""edition"":277,""date"":1659506335981}}",2022-10-11T22:40:37.561Z,2022-10-11T22:41:17.463Z,0x7e808246799649e70e409c4f320604a326d358bb,False,False,"[{""trait_type"":""Faction"",""value"":""Gatcha"",""rarity_score"":28.5714285714},{""trait_type"":""Background"",""value"":""Sky Morning C"",""rarity_score"":28.5714285714},{""trait_type"":""Offhand"",""value"":""Scythe"",""rarity_score"":76.9230769231},{""trait_type"":""Outfit"",""value"":""Samurai"",""rarity_score"":500.0},{""trait_type"":""Head"",""value"":""Gore Head"",""rarity_score"":250.0},{""trait_type"":""Head"",""value"":""Smoke"",""rarity_score"":500.0},{""trait_type"":""Headgear"",""value"":""Crown Gold"",""rarity_score"":250.0},{""trait_type"":""Arms"",""value"":""Gore Arms"",""rarity_score"":250.0},{""trait_type"":""Weapon"",""value"":""Brass Knuckle"",""rarity_score"":111.1111111111},{""trait_type"":""Eyes"",""value"":""Gold Eyes"",""rarity_score"":31.25},{""trait_type"":""Number Of Traits"",""value"":10,""rarity_score"":33.3333333333},{""trait_type"":""Skin"",""value"":""null"",""rarity_score"":3.6496350365},{""trait_type"":""Mask"",""value"":""null"",""rarity_score"":3.6496350365},{""trait_type"":""Legendary"",""value"":""null"",""rarity_score"":1.0964912281}]",2068.1561398114413
9,0x00dca92b7fbd0c01f3508756718807836ec82156,298,1,d04ab6415d1d76143edee59b9ae74ff2,15314515,ERC721,Gotcha Gatcha,GG,https://ipfs.moralis.io:2053/ipfs/QmSk3aPSYRmAZ2wQLowpSdeuhaez6TWdyGTmvoznkWYqtG/298.json,"{""name"":""Blaze #298"",""description"":""Gotcha Gatcha is an original 1000 Community-Driven hand drawn collectibles project with MAHHArt by GG Team. Created from a unique combination of hundreds of traits with animated Legendary NFTs in the 1000 collection."",""file_url"":""ipfs://QmZVk9ngMpxq1FoQcFrSXMPgy7rXXFzqcSSik6C7PoCjbx/298.png"",""image"":""ipfs://QmZVk9ngMpxq1FoQcFrSXMPgy7rXXFzqcSSik6C7PoCjbx/298.png"",""attributes"":[{""trait_type"":""Faction"",""value"":""Blaze""},{""trait_type"":""Background"",""value"":""Forest Night B""},{""trait_type"":""Offhand"",""value"":""Axe""},{""trait_type"":""Outfit"",""value"":""Blue Fire Armor""},{""trait_type"":""Skin"",""value"":""Blue Fire Skin""},{""trait_type"":""Headgear"",""value"":""Sweat""},{""trait_type"":""Mask"",""value"":""Ninja Mask""},{""trait_type"":""Weapon"",""value"":""Midas""},{""trait_type"":""Eyes"",""value"":""Normal Eyes""}],""custom_fields"":{""dna"":""5128d178830e566e56f39b7e420761542059545f"",""edition"":298,""date"":1659519061749}}",2022-10-11T22:40:28.069Z,2022-10-11T22:40:42.012Z,0x740b639f20135d6ae6b6ee7af185a623aa4f912a,False,False,"[{""trait_type"":""Faction"",""value"":""Blaze"",""rarity_score"":14.0845070423},{""trait_type"":""Background"",""value"":""Forest Night B"",""rarity_score"":35.7142857143},{""trait_type"":""Offhand"",""value"":""Axe"",""rarity_score"":17.5438596491},{""trait_type"":""Outfit"",""value"":""Blue Fire Armor"",""rarity_score"":1000.0},{""trait_type"":""Skin"",""value"":""Blue Fire Skin"",""rarity_score"":500.0},{""trait_type"":""Headgear"",""value"":""Sweat"",""rarity_score"":250.0},{""trait_type"":""Mask"",""value"":""Ninja Mask"",""rarity_score"":62.5},{""trait_type"":""Weapon"",""value"":""Midas"",""rarity_score"":125.0},{""trait_type"":""Eyes"",""value"":""Normal Eyes"",""rarity_score"":37.037037037},{""trait_type"":""Number Of Traits"",""value"":9,""rarity_score"":1.3774104683},{""trait_type"":""Legendary"",""value"":""null"",""rarity_score"":1.0964912281},{""trait_type"":""Head"",""value"":""null"",""rarity_score"":1.0638297872},{""trait_type"":""Arms"",""value"":""null"",""rarity_score"":1.0309278351}]",2046.4483487613743
